case_title,case_title_raw,normalized_title,source_pdf,source_school,source_year,page_start,page_end,page_count,industry,case_type,case_type_raw,case_type_normalized,difficulty,difficulty_raw,difficulty_normalized,difficulty_quant,difficulty_qual,difficulty_math,difficulty_structure,difficulty_creativity,concepts_tested,difficulty_visual_present,difficulty_quant_category,firm,round,interviewer_led,is_new_case,is_duplicate_case,unique_case_count_eligible,canonical_case_title,duplicate_of_source_school,duplicate_of_source_year,duplicate_of_case_title,detection_method,extraction_confidence,needs_manual_review,output_pdf_path,difficulty_score,difficulty_rating,difficulty_rating_source,difficulty_notes,difficulty_source,difficulty_confidence,difficulty_model,industry_secondary,industry_notes,industry_source,industry_confidence,industry_model
Bubbly LLC,Bubbly LLC,bubbly llc,Yale/Kellogg 2023.pdf,Kellogg,2023.0,73,83,11,Retail / CPG,Market entry,Market entry,Market Entry,,,Medium,,,,,,,,,,,True,False,False,True,bubbly llc,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\bubbly-llc.pdf,6.0,,none,"Interviewer-led but fairly structured: product-mix/profit optimization with capacity constraints plus a qualitative West Africa entry decision. Includes non-trivial but standard profitability math and market sizing, some macro/epidemic context, and multi-part objectives (short-term U.S. profitability and long-term entry). Overall comparable to typical Kellogg/Columbia medium cases, not as complex or data-dense as the Hard anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Chicoure Cycle,Chicoure Cycle,chicoure cycle,Yale/Kellogg 2023.pdf,Kellogg,2023.0,93,104,12,Transportation & Logistics,Market entry,Market entry,Market Entry,,,Medium,,,,,,,,,,,,False,False,True,chicoure cycle,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\chicoure-cycle.pdf,6.0,,none,"Multi-step market entry with neighborhood selection, operating-model comparison (dock vs. dockless), and explicit NPV and breakeven analysis makes this more involved than a basic case but still standard for MBB prep; math is meaningful but not extreme, and ambiguity is moderate.",openai_calibrated,0.78,gpt-5.1,,,,,
Events.com,Events.com,events com,Yale/Kellogg 2023.pdf,Kellogg,2023.0,126,135,10,Technology,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,,,,False,False,True,events com,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\events-com.pdf,5.8,,none,"Standard profitability case with a clear pricing-root-cause storyline, some PE/tech context, and a need to reconcile growing share with flat revenue and declining profit. Quant is likely multi-step but not heavy; ambiguity and synthesis are moderate and comparable to other Kellogg/Columbia medium cases rather than the more complex hard anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Garthwaite Healthcare,Garthwaite Healthcare,garthwaite healthcare,Yale/Kellogg 2023.pdf,Kellogg,2023.0,136,143,8,Healthcare,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,,,True,False,False,True,garthwaite healthcare,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\garthwaite-healthcare.pdf,6.0,,none,"Interviewer-led profitability in health insurance with multiple steps (cost structure, brainstorming medical cost drivers, admin cost math, commission-sharing design, and final recommendation). Quant looks moderate but not extreme; the main challenge is qualitative reasoning on value chain and vertical integration, making it a solid, realistic Medium slightly above the 5.5 anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Healthy Foods,Healthy Foods,healthy foods,Yale/Kellogg 2023.pdf,Kellogg,2023.0,154,164,11,Retail / CPG,Growth Strategy,Growth Strategy,Growth Strategy,,,Easy,,,,,,,,,,,,False,False,True,healthy foods,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\healthy-foods.pdf,3.8,,none,"Straightforward revenue growth case with a clear, stepwise interviewer guide (identify customer types, do share-of-wallet analysis, then recommend). Math and exhibits are likely light and focused on basic segmentation and wallet share, with limited ambiguity and synthesis compared to the Medium and Hard anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Kellogg Capital,Kellogg Capital,kellogg capital,Yale/Kellogg 2023.pdf,Kellogg,2023.0,177,189,13,Financial Services,Growth Strategy,Growth Strategy,Growth Strategy,,,Medium,,,,,,,,,,,,False,False,True,kellogg capital,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\kellogg-capital.pdf,6.0,,none,"Interviewer-led growth / new product case in asset management with explicit market sizing, pricing, capacity, and market share elements. Multi-step (current business, reasons for no retail, product mix, revenue sizing, recommendation) and moderately quant-heavy but still standard for MBB prep, comparable to other Medium anchors rather than the more data-dense Hard examples.",openai_calibrated,0.86,gpt-5.1,,,,,
Kellogg Klogs,Kellogg Klogs,kellogg klogs,Yale/Kellogg 2023.pdf,Kellogg,2023.0,201,214,14,Retail / CPG,New Product,New Product,New Product,,,Medium,,,,,,,,,,,,False,False,True,kellogg klogs,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\kellogg-klogs.pdf,5.6,,none,"Interviewee-led but well-scaffolded: clear objective (pricing with sustainability premium), standard competitor benchmarking, a few discrete quant pieces (premium calculation, warranty breakeven) and some brainstorming on competitive advantage. Ambiguity and synthesis are moderate and comparable to other core prep cases like Megabank Under-penetration or Practice Case 9, without the data density or multi-layered complexity of the Hard anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Mustard Clinic,Mustard Clinic,mustard clinic,Yale/Kellogg 2023.pdf,Kellogg,2023.0,240,249,10,Healthcare,Operations,Operations,Operations,,,Medium,,,,,,,,,,,True,False,False,True,mustard clinic,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\mustard-clinic.pdf,5.8,,none,"Interviewer-led profitability/operations case with capacity and LOS (length-of-stay) focus: requires multi-step reasoning (segmenting patients, quantifying cost and profit impact of shorter stays, then operational brainstorming). Math is moderate but not trivial, and the operations levers plus fixed-fee revenue model add some ambiguity and synthesis, putting it slightly above a standard medium case like a simple profitability drill but well below the hard, data-dense MBB-style cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Salty Sole Shoe,Salty Sole Shoe,salty sole shoe,Yale/Kellogg 2023.pdf,Kellogg,2023.0,276,285,10,Retail / CPG,Profitability,Profitability,Profitability,,,Medium,,,,,,,,,,,,False,False,True,salty sole shoe,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\salty-sole-shoe.pdf,5.6,,none,"Standard profitability-growth PE-owned company case with balanced revenue/cost analysis, some market sizing/share work, and moderate accounting/microeconomics; similar overall burden to Megabank Under-penetration and Traditional Toy Maker rather than the more complex Hard cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Solsand Sports,Solsand Sports,solsand sports,Yale/Kellogg 2023.pdf,Kellogg,2023.0,286,293,8,Hospitality & Travel,Market entry,Market entry,Market Entry,,,Easy,,,,,,,,,,,True,False,False,True,solsand sports,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\solsand-sports.pdf,3.8,,none,"Interviewer-led, clear problem statement, and a very explicit 4-step roadmap (structure, simple breakeven, basic competitive analysis, brainstorming, recommendation). Quant is limited to a straightforward breakeven with no indication of complex exhibits, and synthesis burden is modest, making it comparable to other Easy anchors rather than the more multi-layered Medium cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Swagger Llamas,Swagger Llamas,swagger llamas,Yale/Kellogg 2023.pdf,Kellogg,2023.0,294,305,12,Technology,Growth Strategy,Growth Strategy,Growth Strategy,,,Easy,,,,,,,,,,,,False,False,True,swagger llamas,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\swagger-llamas.pdf,3.8,,none,"Straightforward growth / revenue problem with a narrow, well-defined niche market, simple business model, and limited math (penetration and basic revenue sizing). Ambiguity and synthesis demands are modest and below the level of the Medium calibration cases, closer to beginner-friendly Kellogg practice cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Wildcat Wings,Wildcat Wings,wildcat wings,Yale/Kellogg 2023.pdf,Kellogg,2023.0,332,341,10,Transportation & Logistics,Operations,Operations,Operations,,,Easy,,,,,,,,,,,,False,False,True,wildcat wings,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\wildcat-wings.pdf,3.8,,none,"Clear, binary decision (go cashless or not) with an explicit step-by-step guide, light market sizing, and straightforward cost/benefit reasoning. Ambiguity and synthesis demands are limited, making it comparable to other Easy anchors like Zephyr Beverages rather than the more multi-threaded Medium cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Wine & Co,Wine & Co,wine co,Yale/Kellogg 2023.pdf,Kellogg,2023.0,342,351,10,Agriculture,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,,,Medium,,,,,,,,,,,,False,False,True,wine co,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\wine-co.pdf,5.6,,none,"Interviewer-led opportunity assessment with explicit NPV focus suggests multi-step quantitative work plus strategic tradeoffs across land-use options. Ambiguity is moderate (open-ended uses of land) but the guide is structured and page count is modest, making it comparable to standard prep cases like Megabank Under-penetration rather than the more complex Hard anchors.",openai_calibrated,0.78,gpt-5.1,,,,,
Evanston Eagles,Evanston Eagles,evanston eagles,Yale/Kellogg 2023.pdf,Kellogg,2023.0,376,388,13,Media & Entertainment,Operations,Operations,Operations,,,Medium,,,,,,,,,,,,False,False,True,evanston eagles,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\evanston-eagles.pdf,6.0,,none,"Unusual, ambiguous prompt (injury management, ethics, operations, and finance) with a strong creativity and structuring burden, but likely light-to-moderate math and limited exhibits; feels like a thoughtful, non-standard but still manageable MBB-style case rather than a data-heavy hard case.",openai_calibrated,0.77,gpt-5.1,,,,,
Lobster Woman,Lobster Woman,lobster woman,Yale/Kellogg 2023.pdf,Kellogg,2023.0,389,403,15,Agriculture,Financial Decisioning,Financial Decisioning,Investment Decision,,,Medium,,,,,,,,,,,,False,False,True,lobster woman,,,,manual_override_kellogg_2023,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Kellogg 2023\lobster-woman.pdf,6.2,,none,"This is a structured NPV / valuation decision case with multiple career paths, lifetime earnings, cost-of-living, and retirement savings to model, which creates a relatively heavy quant and math-structuring burden versus standard medium cases. Ambiguity is moderate (creative framework, non-traditional context, qualitative fit/safety factors), but exhibits seem manageable and the logic is linear, so it sits in the upper end of Medium rather than Hard.",openai_calibrated,0.78,gpt-5.1,,,,,
American Bank ATM Dilemma,American Bank ATM Dilemma,american bank atm dilemma,Yale/Ross 2019.pdf,Ross,2019.0,24,39,16,Financial Services,Profitability Improvement,Profitability Improvement,Profitability,,,Medium,,,,,,,,,,,,False,False,True,american bank atm dilemma,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\american-bank-atm-dilemma.pdf,5.3,,none,"Interviewee-led profitability case with standard bank/ATM context, some exhibits and math, and need to explore multiple revenue and cost drivers over time. Comparable in complexity to other core Medium cases; not as data-dense or synthesis-heavy as the Hard anchors, but more involved than simple pricing/profitability Easies.",openai_calibrated,0.86,gpt-5.1,,,,,
Harrison Energy EV Goals,Harrison Energy EV Goals,harrison energy ev goals,Yale/Ross 2019.pdf,Ross,2019.0,40,51,12,Energy & Utilities,Market Entry,Market Entry,Market Entry,,,Medium,,,,,,,,,,,,False,False,True,harrison energy ev goals,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\harrison-energy-ev-goals.pdf,5.3,,none,"Interviewee-led, but the prompt is clear and well-scoped (US EV market, ROI, 5-year breakeven). The main challenge is qualitative: structuring market entry timing and value-chain choices off multiple exhibits, with moderate graph reading and brainstorming but limited heavy math, making it a standard, realistic MBB-style medium case slightly easier than the hardest Medium anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Bailey Brothers Bancorp,Bailey Brothers Bancorp,bailey brothers bancorp,Yale/Ross 2019.pdf,Ross,2019.0,52,59,8,Financial Services,Profitability Improvement,Profitability Improvement,Profitability,,,Easy,,,,,,,,,,,,False,False,True,bailey brothers bancorp,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\bailey-brothers-bancorp.pdf,3.8,,none,"Straightforward profitability case with clear exhibits, simple graph reading, and light math (recognizing 8x cost structure and halving branches). Limited ambiguity and synthesis; feels similar in complexity to Zephyr Beverages and other Easy anchors, though the multi-exhibit dump adds a slight twist.",openai_calibrated,0.86,gpt-5.1,,,,,
Orange Bank Co,Orange Bank Co,orange bank co,Yale/Ross 2019.pdf,Ross,2019.0,60,67,8,Financial Services,M&A,M&A,M&A,,,Medium,,,,,,,,,,,,False,False,True,orange bank co,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\orange-bank-co.pdf,5.3,,none,"Standard McKinsey-style M&A target selection with both financial and non-financial synergies, some graph reading and setup math but no indication of heavy calculations or complex exhibits. Ambiguity and synthesis are moderate and comparable to other core prep cases like Megabank Under-penetration, so it sits in the lower-middle of the Medium range.",openai_calibrated,0.78,gpt-5.1,,,,,
ShopOp,ShopOp,shopop,Yale/Ross 2019.pdf,Ross,2019.0,68,75,8,Retail / CPG,Profitability Improvement,Profitability Improvement,Profitability,,,Medium,,,,,,,,,,,,False,False,True,shopop,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\shopop.pdf,5.6,,none,"Multi-exhibit, McKinsey-style profitability case with some math, graph reading, and structured brainstorming around drivers of returns and mitigation levers. Ambiguity and synthesis are moderate but not extreme, comparable to other standard prep cases like Megabank Under-penetration or Traditional Toy Maker.",openai_calibrated,0.86,gpt-5.1,,,,,
Ferris Wheel,Ferris Wheel,ferris wheel,Yale/Ross 2019.pdf,Ross,2019.0,76,82,7,Media & Entertainment,New Investment Analysis,New Investment Analysis,Investment Decision,"Easy, Round 1 Case","Easy, Round 1 Case",Easy,,,,,,,,,,,,False,False,True,ferris wheel,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\ferris-wheel.pdf,3.5,Easy,difficulty_normalized,,,,,,,,,
6PAQ P.E. Firm,6PAQ P.E. Firm,6paq p e firm,Yale/Ross 2019.pdf,Ross,2019.0,83,93,11,Media & Entertainment,Private Equity & Profitability Improvement,Private Equity & Profitability Improvement,M&A,,,Medium,,,,,,,,,,,,False,False,True,6paq p e firm,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\6paq-p-e-firm.pdf,5.8,,none,"Interviewer-led but with multiple threads: PE-style ROI/exit, profitability levers, and some market sizing. Math is present but not extreme; ambiguity is moderate (two assets, modernization, synergies, industry trends). Overall comparable to standard MBB-style PE/profitability cases rather than the more complex Hard anchors.",openai_calibrated,0.79,gpt-5.1,,,,,
Hamm's University,Hamm's University,hamm s university,Yale/Ross 2019.pdf,Ross,2019.0,94,101,8,Education,Profitability Improvement,Profitability Improvement,Profitability,,,Medium,,,,,,,,,,,,False,False,True,hamm s university,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\hamm-s-university.pdf,5.3,,none,"Moderate, standard profitability case: some financial statement analysis and target-setting math, but no heavy calculations or complex exhibits; qualitative reasoning around revenue mix and benchmarking similar schools adds a bit of structure and synthesis, comparable to other mid-range prep cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Allsafe,Allsafe,allsafe,Yale/Ross 2019.pdf,Ross,2019.0,102,107,6,Insurance,M&A,M&A,M&A,,,Medium,,,,,,,,,,,,False,False,True,allsafe,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\allsafe.pdf,5.8,,none,"Candidate must recognize lack of synergies, choose divest vs integrate, then request specific financials and build an income statement to value the target against a $1.1B offer. The math is moderately heavy (multi-step P&L construction and valuation logic) but conceptually focused and not as ambiguous or synthesis-heavy as the Hard anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Mega Pharma,Mega Pharma,mega pharma,Yale/Ross 2019.pdf,Ross,2019.0,108,118,11,Retail / CPG,M&A,M&A,M&A,,,Easy,,,,,,,,,,,,False,False,True,mega pharma,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\mega-pharma.pdf,3.8,,none,"Highly structured, mostly qualitative M&A / synergies brainstorming with minimal math and limited ambiguity; feels like a beginner‑friendly consolidation case rather than a complex, data‑heavy MBB-style M&A case.",openai_calibrated,0.86,gpt-5.1,,,,,
Mike Apparel,Mike Apparel,mike apparel,Yale/Ross 2019.pdf,Ross,2019.0,119,126,8,Retail / CPG,Market Entry,Market Entry,Market Entry,,,Easy,,,,,,,,,,,,False,False,True,mike apparel,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\mike-apparel.pdf,3.8,,none,"Straightforward market entry with basic market sizing and simple cost/profitability check; low ambiguity, no complex exhibits, and limited synthesis beyond go/no-go recommendation. Slightly more involved than the very easiest cases due to the need to size a niche market and consider costs/risks, but still clearly beginner-friendly.",openai_calibrated,0.86,gpt-5.1,,,,,
PharmaDeliver,PharmaDeliver,pharmadeliver,Yale/Ross 2019.pdf,Ross,2019.0,127,138,12,Pharmaceuticals,Growth Strategy,Growth Strategy,Growth Strategy,,,Medium,,,,,,,,,,,,False,False,True,pharmadeliver,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\pharmadeliver.pdf,5.8,,none,"Moderate ambiguity around sizing the impact of drones on deliveries and profit, with explicit quantitative targets ($7B profit, +15% deliveries) and some mode-of-entry considerations. Feels like a realistic, balanced growth/strategy case with brainstorming and multi-step math, but not as complex or data-dense as the Hard calibration cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Single Cup of Coffee,Single Cup of Coffee,single cup of coffee,Yale/Ross 2019.pdf,Ross,2019.0,139,146,8,Retail / CPG,Market Sizing,Market Sizing,Market Sizing,,,Easy,,,,,,,,,,,,False,False,True,single cup of coffee,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\single-cup-of-coffee.pdf,3.8,,none,"Straightforward, interviewee-led market sizing with clear guidance, simple arithmetic, and limited ambiguity; no complex exhibits or heavy synthesis beyond structuring assumptions and doing volume × price math. Slightly more involved than the simplest Easy cases due to multiple ways to size (machines and pods), but still firmly beginner-friendly.",openai_calibrated,0.9,gpt-5.1,,,,,
Cheesy Situation,Cheesy Situation,cheesy situation,Yale/Ross 2019.pdf,Ross,2019.0,147,153,7,Food & Beverage,Growth Strategy,Growth Strategy,Growth Strategy,,,Easy,,,,,,,,,,,,False,False,True,cheesy situation,,,,manual_override_ross_2019,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2019\cheesy-situation.pdf,3.8,,none,"Straightforward profitability case with a classic revenues-costs structure, simple product mix (two cheeses), and basic math; ambiguity and synthesis demands are low and comparable to other Easy anchors like Zephyr Beverages, though slightly richer than the very simplest pricing/profitability cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Gaming Challenges,Gaming Challenges,gaming challenges,Yale/Ross 2022.pdf,Ross,2022.0,26,36,11,Media & Entertainment,Go-to-Market Strategy,Go-to-Market Strategy,Market Entry,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,gaming challenges,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\gaming-challenges.pdf,2.8,,none,"Interviewee-led but with very low stated quant and qual ratings, simple exhibits, and a straightforward go-to-market growth story. Some initial open-ended brainstorming and a small adjustment in Exhibit 1 add light complexity, but overall it is easier than the Medium calibration cases and comparable to the Easy anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Household Cleaners Growth,Household Cleaners Growth,household cleaners growth,Yale/Ross 2022.pdf,Ross,2022.0,37,43,7,Retail / CPG,Growth Strategy,Growth Strategy,Growth Strategy,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,household cleaners growth,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\household-cleaners-growth.pdf,3.2,,none,"Interviewee-led but very guided: clear growth levers (market, organic via one new product, inorganic via two targets) and limited math (simple growth and product revenue, with even category splits). Low ambiguity, few reasoning steps, and modest synthesis make it comparable to other Easy anchors like Zephyr Beverages rather than Medium cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Little Bud Co.,Little Bud Co.,little bud co,Yale/Ross 2022.pdf,Ross,2022.0,44,49,6,Retail / CPG,Growth Strategy,Growth Strategy,Growth Strategy,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,little bud co,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\little-bud-co.pdf,3.2,,none,"Interviewee-led but very guided: clear prompt, explicit suggested questions and answers, simple exhibits (market size by channel and basic P&L comparison), light math (margin calculations) and straightforward strategic options. Ambiguity and synthesis burden are low, comparable to Zephyr Beverages and Seven Flags.",openai_calibrated,0.9,gpt-5.1,,,,,
GasCo Goes the Distance,GasCo Goes the Distance,gasco goes the distance,Yale/Ross 2022.pdf,Ross,2022.0,50,58,9,Energy & Utilities,Market Entry / Profitability,Market Entry / Profitability,Market Entry,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,gasco goes the distance,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\gasco-goes-the-distance.pdf,3.0,,none,"Interviewee-led but explicitly designed to be qualitative and brainstorming-heavy with very light math (Quant rating 1/3). The prompt is clear, exhibits appear simple (a basic map), and synthesis is limited to comparing APAC vs EMEA profitability drivers, making it comparable to Zephyr Beverages and other Easy anchors rather than more multi-step Medium cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Rubicon Co.,Rubicon Co.,rubicon co,Yale/Ross 2022.pdf,Ross,2022.0,59,71,13,Transportation & Logistics,Post-Acquisition Profitability,Post-Acquisition Profitability,Profitability,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,rubicon co,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\rubicon-co.pdf,3.5,,none,"Interviewee-led but clearly scoped profitability case with low quant and qual ratings (2/5 each), limited exhibits, and a straightforward post-acquisition profit gap; closer to beginner-friendly profitability drills than to multi-layered MBB-style hard cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Spice Up Your Life,Spice Up Your Life,spice up your life,Yale/Ross 2022.pdf,Ross,2022.0,72,82,11,Private Equity,M&A / Valuation,M&A / Valuation,M&A,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,spice up your life,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\spice-up-your-life.pdf,3.8,,none,"Straightforward PE-style MOIC / valuation case with clear financial targets, simple EBITDA multiple math, and limited ambiguity. Some chart analysis and projections, but no DCF, limited synthesis, and overall lighter than the Medium calibration cases.",openai_calibrated,0.86,gpt-5.1,,,,,
Apogee Bank,Apogee Bank,apogee bank,Yale/Ross 2022.pdf,Ross,2022.0,83,94,12,Financial Services,Growth Strategy,Growth Strategy,Growth Strategy,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,apogee bank,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\apogee-bank.pdf,3.5,,none,"Interviewee-led but clearly scoped profitability/growth problem with limited required industry knowledge, three straightforward exhibits, and school-provided ratings of 2/2/2 suggest a beginner-friendly, low-ambiguity case comparable to Seven Flags or Breast Cancer Surgery.",openai_calibrated,0.86,gpt-5.1,,,,,
Attack Helicopter,Attack Helicopter,attack helicopter,Yale/Ross 2022.pdf,Ross,2022.0,95,101,7,Aerospace & Defense,Market Entry,Market Entry,Market Entry,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,attack helicopter,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\attack-helicopter.pdf,3.8,,none,"Interviewee-led but with a very guided, standard cost/revenue framework and explicit prompts. Quant is present (site-by-site profitability comparison, fixed vs variable costs) but not heavy or multi-step, and the synthesis is limited to choosing among three locations based on relatively straightforward financial and qualitative factors—closer to beginner-friendly than a full Medium MBB-style case.",openai_calibrated,0.78,gpt-5.1,,,,,
FLC Sports League,FLC Sports League,flc sports league,Yale/Ross 2022.pdf,Ross,2022.0,102,110,9,Sports,Profitability & Market,Profitability & Market,Profitability,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,flc sports league,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\flc-sports-league.pdf,3.3,,none,"Interviewee-led but quite guided: clear objective (20% NI increase with 15% ROI), limited math around NI, ROI, and incremental teams/markets, and exhibits that likely present straightforward revenue and cost figures. Ambiguity and synthesis are modest and below the Medium calibration cases, closer to Zephyr Beverages and Seven Flags in complexity.",openai_calibrated,0.86,gpt-5.1,,,,,
Marie's Café,Marie's Café,marie s café,Yale/Ross 2022.pdf,Ross,2022.0,111,120,10,Food & Beverage,Profitability,Profitability,Profitability,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,marie s café,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\marie-s-cafe.pdf,3.2,,none,"Straightforward, interviewer-led profitability case for a single small café with simple exhibits and light math (average profit per customer and per day). Limited ambiguity, no complex charts, and modest synthesis needs make it comparable to other Easy anchors like Zephyr Beverages and Breast Cancer Surgery.",openai_calibrated,0.93,gpt-5.1,,,,,
Midwest Hospital,Midwest Hospital,midwest hospital,Yale/Ross 2022.pdf,Ross,2022.0,121,131,11,Healthcare,Profitability,Profitability,Profitability,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,midwest hospital,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\midwest-hospital.pdf,3.3,,none,"Interviewer-led, clear profitability focus on a single department, with simple P&L exhibits and low math burden; similar in complexity to Breast Cancer Surgery and other Easy anchors. Some qualitative reasoning on patient mix and competition, but limited ambiguity and synthesis demands.",openai_calibrated,0.86,gpt-5.1,,,,,
EuroRail,EuroRail,eurorail,Yale/Ross 2022.pdf,Ross,2022.0,132,139,8,Hospitality & Travel,Growth,Growth,Growth Strategy,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,eurorail,,,,manual_override_ross_2022,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Yale\Ross 2022\eurorail.pdf,3.5,,none,"Interviewee-led but very straightforward: clear goal, simple revenue math, no competitors, and explicit steering toward price/mix levers. Limited ambiguity, light quant, and modest synthesis make it comparable to Easy anchors like Seven Flags and Zephyr Beverages.",openai_calibrated,0.86,gpt-5.1,,,,,
